 5.50 ,  0.80 ,  4.00
 6.00 ,  0.80 ,  0.20
10.50 ,  1.30 ,  4.00
10.50 ,  2.10 ,  4.00
10.50 ,  2.90 ,  4.00
10.50 ,  3.70 ,  4.00
 5.00 ,  9.00 ,  4.00
10.50 ,  4.50 ,  4.00
10.50 ,  5.30 ,  4.00
10.50 ,  6.10 ,  4.00
10.50 ,  6.90 ,  4.00
10.50 ,  7.70 ,  4.00
 5.00 ,  8.40 ,  4.00
 5.50 ,  0.80 ,  0.50
 6.00 ,  0.80 ,  0.20
10.50 ,  1.30 ,  4.00
10.50 ,  2.10 ,  4.00
10.50 ,  2.90 ,  4.00
10.50 ,  3.70 ,  4.00
 5.00 ,  9.00 ,  4.00
10.50 ,  4.50 ,  4.00
10.50 ,  5.30 ,  4.00
10.50 ,  6.10 ,  4.00
10.50 ,  6.90 ,  4.00
10.50 ,  7.70 ,  4.00
 5.00 ,  8.40 ,  4.00
 6.00 ,  0.80 ,  0.20
 7.40 ,  2.20 ,  0.50
10.50 ,  1.30 ,  4.00
10.50 ,  2.10 ,  4.00
10.50 ,  2.90 ,  4.00
10.50 ,  3.70 ,  4.00
 5.00 ,  9.00 ,  4.00
10.50 ,  4.50 ,  4.00
10.50 ,  5.30 ,  4.00
10.50 ,  6.10 ,  4.00
10.50 ,  6.90 ,  4.00
10.50 ,  7.70 ,  4.00
 5.00 ,  8.40 ,  4.00
 6.00 ,  0.80 ,  0.20
 7.40 ,  2.20 ,  4.00
10.50 ,  1.30 ,  4.00
10.50 ,  2.10 ,  4.00
10.50 ,  2.90 ,  4.00
10.50 ,  3.70 ,  4.00
 5.00 ,  9.00 ,  4.00
10.50 ,  4.50 ,  4.00
10.50 ,  5.30 ,  4.00
10.50 ,  6.10 ,  4.00
10.50 ,  6.90 ,  4.00
10.50 ,  7.70 ,  4.00
 5.00 ,  8.40 ,  4.00
 6.00 ,  0.80 ,  0.20
 5.50 ,  0.80 ,  4.00
10.50 ,  1.30 ,  4.00
10.50 ,  2.10 ,  4.00
10.50 ,  2.90 ,  4.00
10.50 ,  3.70 ,  4.00
 5.00 ,  9.00 ,  4.00
10.50 ,  4.50 ,  4.00
10.50 ,  5.30 ,  4.00
10.50 ,  6.10 ,  4.00
10.50 ,  6.90 ,  4.00
10.50 ,  7.70 ,  4.00
 5.00 ,  8.40 ,  4.00
 6.00 ,  0.80 ,  0.20
 5.50 ,  0.80 ,  0.50
10.50 ,  1.30 ,  4.00
10.50 ,  2.10 ,  4.00
10.50 ,  2.90 ,  4.00
10.50 ,  3.70 ,  4.00
 5.00 ,  9.00 ,  4.00
10.50 ,  4.50 ,  4.00
10.50 ,  5.30 ,  4.00
10.50 ,  6.10 ,  4.00
10.50 ,  6.90 ,  4.00
10.50 ,  7.70 ,  4.00
 5.00 ,  8.40 ,  4.00
 7.40 ,  2.20 ,  0.50
 6.00 ,  0.80 ,  0.20
10.50 ,  1.30 ,  4.00
10.50 ,  2.10 ,  4.00
10.50 ,  2.90 ,  4.00
10.50 ,  3.70 ,  4.00
 5.00 ,  9.00 ,  4.00
10.50 ,  4.50 ,  4.00
10.50 ,  5.30 ,  4.00
10.50 ,  6.10 ,  4.00
10.50 ,  6.90 ,  4.00
10.50 ,  7.70 ,  4.00
 5.00 ,  8.40 ,  4.00
 7.40 ,  2.20 ,  4.00
 6.00 ,  0.80 ,  0.20
10.50 ,  1.30 ,  4.00
10.50 ,  2.10 ,  4.00
10.50 ,  2.90 ,  4.00
10.50 ,  3.70 ,  4.00
 5.00 ,  9.00 ,  4.00
10.50 ,  4.50 ,  4.00
10.50 ,  5.30 ,  4.00
10.50 ,  6.10 ,  4.00
10.50 ,  6.90 ,  4.00
10.50 ,  7.70 ,  4.00
 5.00 ,  8.40 ,  4.00
 5.50 ,  0.80 ,  4.00
 6.00 ,  0.80 ,  0.20
10.50 ,  1.30 ,  4.00
10.50 ,  2.10 ,  4.00
10.50 ,  2.90 ,  4.00
10.50 ,  3.70 ,  4.00
 5.00 ,  9.00 ,  4.00
10.50 ,  4.50 ,  4.00
10.50 ,  5.30 ,  4.00
10.50 ,  6.10 ,  4.00
10.50 ,  6.90 ,  4.00
10.50 ,  7.70 ,  4.00
 5.00 ,  8.40 ,  4.00
 5.50 ,  0.80 ,  4.00
 6.00 ,  0.80 ,  4.00
10.50 ,  1.30 ,  4.00
10.50 ,  2.10 ,  4.00
10.50 ,  2.90 ,  4.00
10.50 ,  3.70 ,  4.00
 5.00 ,  9.00 ,  4.00
10.50 ,  4.50 ,  4.00
10.50 ,  5.30 ,  4.00
10.50 ,  6.10 ,  4.00
10.50 ,  6.90 ,  4.00
10.50 ,  7.70 ,  4.00
 5.00 ,  8.40 ,  4.00
